element,name,position,GW,total_points,value,minutes,expected_goals,expected_assists,expected_goals_conceded,goals_scored,assists,goals_conceded,ict_index,fixture,was_home,fixture_difficulty
199,Eberechi Eze,MID,4,2,69,90,0.46,0.34,1.23,0,0,2,8.3,34,True,2
41,Samuel Iling-Junior,MID,4,0,54,0,0.0,0.0,0.0,0,0,0,0.0,31,True,2
42,Boubacar Kamara,MID,4,0,50,0,0.0,0.0,0.0,0,0,0,0.0,31,True,2
260,Ali Al-Hamadi,FWD,4,0,50,0,0.0,0.0,0.0,0,0,0,0.0,33,False,3
425,Willy Boly,DEF,4,0,45,0,0.0,0.0,0.0,0,0,0,0.0,36,False,5
450,Carlos Alcaraz Durán,MID,4,0,49,0,0.0,0.0,0.0,0,0,0,0.0,38,True,3
376,Victor Lindelöf,DEF,4,0,44,0,0.0,0.0,0.0,0,0,0,0.0,38,False,2
29,Ross Barkley,MID,4,4,53,45,0.03,0.04,0.23,0,1,0,3.9,31,True,2
330,James McConnell,MID,4,0,45,0,0.0,0.0,0.0,0,0,0,0.0,36,True,3
378,Kobbie Mainoo,MID,4,2,54,90,0.05,0.13,1.12,0,0,0,3.6,38,False,2
620,Ramón Sosa,MID,4,0,55,0,0.0,0.0,0.0,0,0,0,0.0,36,False,5
622,Sander Berge,MID,4,1,50,24,0.0,0.01,0.33,0,0,1,1.6,35,True,2
657,Maldini Kacurri,DEF,4,0,40,0,0.0,0.0,0.0,0,0,0,0.0,39,False,4
453,Adam Armstrong,FWD,4,0,55,0,0.0,0.0,0.0,0,0,0,0.0,38,True,3
517,Aaron Cresswell,DEF,4,0,40,0,0.0,0.0,0.0,0,0,0,0.0,35,False,3
405,Emil Krafth,DEF,4,0,45,0,0.0,0.0,0.0,0,0,0,0.0,40,False,2
8,Jakub Kiwior,DEF,4,0,49,0,0.0,0.0,0.0,0,0,0,0.0,39,False,4
86,Kristoffer Ajer,DEF,4,1,45,71,0.0,0.02,1.08,0,0,2,1.8,37,False,5
203,Will Hughes,MID,4,1,49,45,0.0,0.02,0.33,0,0,1,1.2,34,True,2
212,David Ozoh,MID,4,0,45,0,0.0,0.0,0.0,0,0,0,0.0,34,True,2
137,Jakub Moder,MID,4,0,45,0,0.0,0.0,0.0,0,0,0,0.0,33,True,2
280,Cieran Slicker,GK,4,0,40,0,0.0,0.0,0.0,0,0,0,0.0,33,False,3
186,Raheem Sterling,MID,4,1,68,10,0.0,0.0,0.13,0,0,0,0.2,39,False,4
252,Raúl Jiménez,FWD,4,9,54,72,0.26,0.04,0.42,1,0,0,12.1,35,True,2
483,Bryan Gil Salvatierra,MID,4,0,50,0,0.0,0.0,0.0,0,0,0,0.0,39,True,5
597,Myles Lewis-Skelly,MID,4,0,45,0,0.0,0.0,0.0,0,0,0,0.0,39,False,4
493,Giovani Lo Celso,MID,4,0,49,0,0.0,0.0,0.0,0,0,0,0.0,39,True,5
538,Tawanda Chirewa,MID,4,0,45,0,0.0,0.0,0.0,0,0,0,0.0,40,True,3
273,Cameron Humphreys,MID,4,0,45,0,0.0,0.0,0.0,0,0,0,0.0,33,False,3
238,Ashley Young,DEF,4,0,45,90,0.0,0.01,2.12,0,0,3,1.5,31,False,4
457,James Bree,DEF,4,0,40,0,0.0,0.0,0.0,0,0,0,0.0,38,True,3
77,Alex Scott,MID,5,1,49,21,0.1,0.02,0.4,0,0,0,2.0,46,False,5
427,Carlos Miguel dos Santos Pereira,GK,5,0,43,0,0.0,0.0,0.0,0,0,0,0.0,42,False,3
22,Tomiyasu Takehiro,DEF,5,0,48,0,0.0,0.0,0.0,0,0,0,0.0,47,False,5
197,Malcolm Ebiowei,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,43,True,3
584,Ben Brereton Díaz,MID,5,1,54,31,0.25,0.01,0.61,0,0,1,1.1,48,True,2
52,Pau Torres,DEF,5,1,45,90,0.0,0.02,0.51,0,0,1,1.0,41,True,2
215,Joel Ward,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,43,True,3
609,Will Lankshear,FWD,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,49,True,2
550,Hwang Hee-chan,MID,5,0,63,0,0.0,0.0,0.0,0,0,0,0.0,41,False,4
610,Mikey Moore,MID,5,1,45,2,0.0,0.0,0.0,0,0,0,0.2,49,True,2
109,Hákon Valdimarsson,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,49,False,4
75,Alex Paulsen,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,46,False,5
553,João Victor Gomes da Silva,MID,5,1,49,81,0.0,0.02,0.58,0,0,1,2.3,41,False,4
182,Cole Palmer,MID,5,8,106,63,0.42,0.0,0.57,1,0,0,7.3,50,False,2
136,Mitoma Kaoru,MID,5,5,67,90,0.0,0.22,1.53,0,1,2,5.8,42,True,3
285,Boubakary Soumaré,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,45,True,2
447,Chris Wood,FWD,5,8,61,71,0.79,0.0,0.87,1,0,2,5.1,42,False,3
448,Joe Worrall,DEF,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,42,False,3
214,Jeffrey Schlupp,MID,5,1,49,1,0.0,0.05,0.0,0,0,0,2.4,43,True,3
70,Milos Kerkez,DEF,5,1,45,90,0.01,0.09,2.06,0,0,3,4.6,46,False,5
133,Adrian Mazilu,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,42,True,3
142,Jason Steele,GK,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,42,True,3
568,Arijanet Muric,GK,5,2,44,90,0.0,0.0,2.49,0,0,1,1.9,48,False,2
615,Carl Rushworth,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,42,True,3
442,Ibrahim Sangaré,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,42,False,3
373,Hannibal Mejbri,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,43,False,2
479,Brandon Austin,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,49,True,2
288,Conor Coady,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,45,True,2
522,Wes Foderingham,GK,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,50,True,4
156,Armando Broja,FWD,5,0,55,0,0.0,0.0,0.0,0,0,0,0.0,45,False,2
147,Adam Webster,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,42,True,3
20,Thomas Partey,MID,5,1,50,90,0.0,0.02,2.16,0,0,2,1.8,47,False,5
259,Harry Wilson,MID,5,0,54,0,0.0,0.0,0.0,0,0,0,0.0,44,True,3
299,Kasey McAteer,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0.0,45,True,2
324,Curtis Jones,MID,5,1,53,29,0.14,0.01,0.55,0,0,0,1.8,46,True,2
264,Wes Burns,MID,5,2,49,73,0.0,0.38,2.13,0,0,1,4.4,48,False,2
634,Gustavo Nunes Fernandes Gomes,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0.0,49,False,4
97,Yunus Emre Konak,MID,5,1,45,11,0.0,0.0,0.51,0,0,1,0.2,49,False,4
524,Max Kilman,DEF,5,0,45,90,0.0,0.02,2.19,0,0,3,2.4,50,True,4
143,Deniz Undav,FWD,5,0,55,0,0.0,0.0,0.0,0,0,0,0.0,42,True,3
390,Alex Murphy,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,44,False,3
269,George Edmundson,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,48,False,2
571,Sávio 'Savinho' Moreira de Oliveira,MID,5,7,65,77,0.04,0.3,0.6,0,1,2,6.8,47,True,5
520,Emerson Palmieri dos Santos,DEF,5,1,45,72,0.0,0.16,1.51,0,0,3,2.5,50,True,4
217,Abdoulaye Doucouré,MID,5,2,53,90,0.02,0.01,0.66,0,0,1,1.8,45,False,2
554,José Malheiro de Sá,GK,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,41,False,4
401,Alexander Isak,FWD,5,2,84,90,0.09,0.02,2.29,0,0,3,3.3,44,False,3
482,Yves Bissouma,MID,5,0,50,27,0.0,0.03,0.06,0,0,0,0.6,49,True,2
169,Conor Gallagher,MID,5,0,59,0,0.0,0.0,0.0,0,0,0,0.0,50,False,2
76,Philip Billing,MID,5,0,48,0,0.0,0.0,0.0,0,0,0,0.0,46,False,5
548,Gonçalo Manuel Ganchinho Guedes,MID,5,1,54,25,0.0,0.0,1.6,0,0,3,0.2,41,False,4
595,Brajan Gruda,MID,5,0,54,0,0.0,0.0,0.0,0,0,0,0.0,42,True,3
360,Rodrigo 'Rodri' Hernandez,MID,5,1,64,20,0.0,0.01,0.0,0,0,0,0.4,47,True,5
183,Đorđe Petrović,GK,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,50,False,2
645,Justin Devenny,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,43,True,3
542,Craig Dawson,DEF,5,1,45,90,0.07,0.0,1.73,0,0,3,3.3,41,False,4
192,Jordan Ayew,MID,5,2,53,90,0.09,0.01,1.1,0,0,1,1.7,45,True,2
79,Marcos Senesi,DEF,5,0,49,0,0.0,0.0,0.0,0,0,0,0.0,46,False,5
166,Kiernan Dewsbury-Hall,MID,5,1,58,6,0.0,0.02,0.11,0,0,0,1.6,50,False,2
43,Kaine Kesler-Hayden,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,41,True,2
353,João Cavaco Cancelo,DEF,5,0,53,0,0.0,0.0,0.0,0,0,0,0.0,47,True,5
515,Maxwel Cornet,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0.0,48,True,2
206,Jefferson Lerma Solís,MID,5,1,49,45,0.03,0.0,0.28,0,0,0,1.8,43,True,3
307,Jannik Vestergaard,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,45,True,2
305,Luke Thomas,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,45,True,2
366,Bruno Borges Fernandes,MID,5,3,83,90,0.36,0.14,1.01,0,0,0,6.9,43,False,2
81,Adam Smith,DEF,5,1,45,21,0.0,0.0,0.4,0,0,0,0.5,46,False,5
574,Miodrag Pivaš,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,44,False,3
124,Billy Gilmour,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0.0,42,True,3
375,Rasmus Højlund,FWD,5,1,69,14,0.0,0.01,0.14,0,0,0,0.5,43,False,2
421,Callum Wilson,FWD,5,0,69,0,0.0,0.0,0.0,0,0,0,0.0,44,False,3
587,Crysencio Summerville,MID,5,1,58,53,0.0,0.01,1.2,0,0,3,0.5,50,True,4
213,Jesurun Rak-Sakyi,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,43,True,3
501,Oliver Skipp,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0.0,45,True,2
530,Tomáš Souček,MID,5,0,50,52,0.06,0.13,1.26,0,0,1,4.7,50,True,4
461,Taylor Harwood-Bellis,DEF,5,2,40,90,0.07,0.01,1.69,0,0,1,5.5,48,True,2
513,Alphonse Areola,GK,5,1,45,90,0.0,0.0,2.19,0,0,3,2.1,50,True,4
380,Lisandro Martínez,DEF,5,5,45,90,0.21,0.01,1.01,0,0,0,5.4,43,False,2
497,Richarlison de Andrade,FWD,5,0,69,0,0.0,0.0,0.0,0,0,0,0.0,49,True,2
350,Joško Gvardiol,DEF,5,1,60,90,0.08,0.09,0.65,0,0,2,7.5,47,True,5
266,Harry Clarke,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,48,False,2
191,Joachim Andersen,DEF,5,2,44,90,0.06,0.01,1.54,0,0,1,5.3,44,True,3
157,Moisés Caicedo Corozo,MID,5,6,49,90,0.08,0.41,0.85,0,1,0,8.1,50,False,2
368,Carlos Henrique Casimiro,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0.0,43,False,2
627,Roman Dixon,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,45,False,2
38,Jhon Durán,FWD,5,5,61,28,1.03,0.0,0.0,1,0,0,5.4,41,True,2
402,Jacob Murphy,MID,5,4,53,45,0.03,0.1,1.01,0,1,1,3.9,44,False,3
410,Sean Longstaff,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0.0,44,False,3
33,Leander Dendoncker,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,41,True,2
159,Trevoh Chalobah,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,43,True,3
467,Ryan Manning,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,48,True,2
231,Vitalii Mykolenko,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,45,False,2
63,Ryan Christie,MID,5,1,49,68,0.0,0.03,1.65,0,0,3,2.1,46,False,5
545,Fábio Silva,FWD,5,0,50,0,0.0,0.0,0.0,0,0,0,0.0,41,False,4
152,Kepa Arrizabalaga,GK,5,4,45,90,0.0,0.0,2.06,0,0,3,5.9,46,False,5
102,Frank Onyeka,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0.0,49,False,4
237,Youssef Ramalho Chermiti,FWD,5,0,49,0,0.0,0.0,0.0,0,0,0,0.0,45,False,2
433,Morgan Gibbs-White,MID,5,-1,64,82,0.07,0.03,0.89,0,0,2,2.8,42,False,3
177,Noni Madueke,MID,5,3,66,90,0.16,0.01,0.85,0,0,0,5.7,50,False,2
559,Nélson Cabral Semedo,DEF,5,0,45,90,0.0,0.01,1.73,0,0,3,1.5,41,False,4
544,Tommy Doyle,MID,5,1,49,8,0.0,0.01,1.15,0,0,2,0.3,41,False,4
374,Tom Heaton,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,43,False,2
481,Lucas Bergvall,MID,5,1,45,2,0.0,0.0,0.0,0,0,0,0.1,49,True,2
188,Lesley Ugochukwu,MID,5,1,45,31,0.0,0.0,0.61,0,0,1,0.2,48,True,2
123,Evan Ferguson,FWD,5,1,55,8,0.05,0.0,0.0,0,0,0,0.5,42,True,3
370,Christian Eriksen,MID,5,3,54,75,0.0,0.35,0.87,0,0,0,6.2,43,False,2
523,Danny Ings,FWD,5,0,50,0,0.0,0.0,0.0,0,0,0,0.0,50,True,4
535,Jean-Ricner Bellegarde,MID,5,3,50,70,0.0,0.19,0.45,0,0,0,3.0,41,False,4
253,Tim Ream,DEF,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,44,True,3
153,Benoît Badiashile,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,50,False,2
486,Radu Drăgușin,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,49,True,2
472,Jack Stephens,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,48,True,2
354,Mateo Kovačić,MID,5,6,55,69,0.2,0.31,0.65,0,1,2,9.1,47,True,5
431,Nicolás Domínguez,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0.0,42,False,3
318,Ben Doak,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,46,True,2
348,Phil Foden,MID,5,1,93,20,0.07,0.24,0.06,0,0,0,3.0,47,True,5
382,Mason Mount,MID,5,0,63,0,0.0,0.0,0.0,0,0,0,0.0,43,False,2
9,Gabriel Martinelli Silva,MID,5,5,69,86,0.0,0.06,1.48,0,1,1,5.4,47,False,5
600,Yasin Ayari,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0.0,42,True,3
633,Mikel Merino,MID,5,0,60,0,0.0,0.0,0.0,0,0,0,0.0,47,False,5
117,Facundo Buonanotte,MID,5,0,50,34,0.04,0.01,0.22,0,0,0,0.8,45,True,2
325,Caoimhin Kelleher,GK,5,9,44,90,0.0,0.0,1.08,0,0,0,5.0,46,True,2
139,Odeluga Offiah,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,42,True,3
56,Lino da Cruz Sousa,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,41,True,2
118,Amario Cozier-Duberry,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,42,True,3
487,Emerson Leite de Souza Junior,DEF,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,49,True,2
4,Kai Havertz,FWD,5,2,81,90,0.06,0.0,2.16,0,0,2,3.2,47,False,5
344,Scott Carson,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,47,True,5
87,Ethan Brierley,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,49,False,4
150,Andrey Nascimento dos Santos,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,50,False,2
92,Rico Henry,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,49,False,4
465,Mateusz Lis,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,48,True,2
110,Yoane Wissa,FWD,5,0,61,0,0.0,0.0,0.0,0,0,0,0.0,49,False,4
294,Daniel Iversen,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,45,True,2
293,Mads Hermansen,GK,5,3,45,90,0.0,0.0,1.1,0,0,1,3.6,45,True,2
202,Rob Holding,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,43,True,3
585,Ismaïla Sarr,MID,5,1,59,45,0.31,0.12,0.28,0,0,0,6.8,43,True,3
514,Jarrod Bowen,MID,5,2,75,90,0.12,0.11,2.19,0,0,3,5.9,50,True,4
138,Mark O’Mahony,FWD,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,42,True,3
579,Ryan Sessegnon,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,44,True,3
90,Josh Dasilva,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0.0,49,False,4
386,Jadon Sancho,MID,5,4,63,56,0.0,0.21,0.5,0,1,0,5.5,50,False,2
204,Sam Johnstone,GK,5,1,44,90,0.0,0.0,1.73,0,0,3,0.4,41,False,4
371,Jonny Evans,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,43,False,2
328,Mohamed Salah,MID,5,6,127,90,0.61,0.17,1.08,0,1,0,20.0,46,True,2
636,Federico Chiesa,MID,5,1,70,18,0.16,0.08,0.55,0,0,0,1.6,46,True,2
244,Timothy Castagne,DEF,5,0,43,0,0.0,0.0,0.0,0,0,0,0.0,44,True,3
131,Tariq Lamptey,DEF,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,42,True,3
422,Ola Aina,DEF,5,0,45,90,0.0,0.0,0.94,0,0,2,1.8,42,False,3
424,Taiwo Awoniyi,FWD,5,0,58,0,0.0,0.0,0.0,0,0,0,0.0,42,False,3
23,Leandro Trossard,MID,5,-2,69,52,0.08,0.0,0.6,0,0,2,0.0,47,False,5
270,Jacob Greaves,DEF,5,2,40,90,0.03,0.01,2.49,0,0,1,3.0,48,False,2
626,Issa Kaboré,DEF,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,47,True,5
510,Alfie Whiteman,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,49,True,2
221,Séamus Coleman,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,45,False,2
415,Fabian Schär,DEF,5,1,54,90,0.4,0.2,2.29,0,0,3,3.2,44,False,3
180,Nicolas Jackson,FWD,5,16,76,63,0.76,0.06,0.57,2,1,0,15.8,50,False,2
419,Joe White,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,44,False,3
306,Jamie Vardy,FWD,5,2,57,82,0.0,0.01,1.02,0,0,1,0.8,45,True,2
391,Miguel Almirón Rejala,MID,5,0,57,0,0.0,0.0,0.0,0,0,0,0.0,44,False,3
223,James Garner,MID,5,1,50,90,0.01,0.0,0.66,0,0,1,2.8,45,False,2
83,Marcus Tavernier,MID,5,2,55,90,0.02,0.07,2.06,0,0,3,6.0,46,False,5
37,Lewis Dobbin,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0.0,41,True,2
55,Viljami Sinisalo,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,41,True,2
173,Omari Kellyman,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,50,False,2
562,Daniel Castelo Podence,MID,5,0,55,0,0.0,0.0,0.0,0,0,0,0.0,41,False,4
605,Martial Godo,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,44,True,3
254,Harrison Reed,MID,5,0,49,23,0.0,0.0,1.12,0,0,0,0.5,44,True,3
588,Guido Rodríguez,MID,5,1,50,37,0.0,0.01,0.93,0,0,2,0.6,50,True,4
606,Will Alves,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,45,True,2
115,Carlos Baleba,MID,5,1,50,61,0.03,0.01,0.86,0,0,1,0.6,42,True,3
68,James Hill,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,46,False,5
164,David Datro Fofana,FWD,5,0,54,0,0.0,0.0,0.0,0,0,0,0.0,50,False,2
397,Ryan Fraser,MID,5,1,49,58,0.0,0.0,1.08,0,0,0,1.2,48,True,2
151,Ângelo Gabriel Borges Damaceno,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,50,False,2
234,Nathan Patterson,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,45,False,2
51,Robin Olsen,GK,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,41,True,2
95,Mathias Jensen,MID,5,0,54,0,0.0,0.0,0.0,0,0,0,0.0,49,False,4
146,Bart Verbruggen,GK,5,1,45,90,0.0,0.0,1.53,0,0,2,1.9,42,True,3
74,Dango Ouattara,MID,5,1,50,45,0.0,0.01,0.96,0,0,0,2.7,46,False,5
430,Emmanuel Dennis,FWD,5,0,49,0,0.0,0.0,0.0,0,0,0,0.0,42,False,3
111,Yehor Yarmoliuk,MID,5,2,45,62,0.0,0.01,3.01,0,0,2,2.2,49,False,4
352,Julián Álvarez,FWD,5,0,70,0,0.0,0.0,0.0,0,0,0,0.0,47,True,5
608,Tyler Dibling,MID,5,11,45,81,0.72,0.2,1.14,1,0,0,8.2,48,True,2
470,Paul Onuachu,FWD,5,0,50,0,0.0,0.0,0.0,0,0,0,0.0,48,True,2
315,Bobby Clark,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,46,True,2
21,Kieran Tierney,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,47,False,5
651,Orel Mangala,MID,5,2,50,90,0.0,0.06,0.66,0,0,1,2.3,45,False,2
316,Darwin Núñez Ribeiro,FWD,5,6,72,71,0.31,0.01,0.54,1,0,0,9.1,46,True,2
426,Josh Bowler,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,42,False,3
474,Sugawara Yukinari,DEF,5,2,45,90,0.0,0.03,1.69,0,0,1,3.6,48,True,2
388,Aaron Wan-Bissaka,DEF,5,1,45,90,0.0,0.29,2.19,0,0,3,7.1,50,True,4
290,Bobby De Cordova-Reid,MID,5,0,54,0,0.0,0.0,0.0,0,0,0,0.0,45,True,2
652,Manuel Ugarte,MID,5,1,50,14,0.0,0.0,0.14,0,0,0,0.6,43,False,2
262,Nathan Broadhead,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0.0,48,False,2
356,Matheus Luiz Nunes,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0.0,47,True,5
582,Jake O'Brien,DEF,5,0,48,0,0.0,0.0,0.0,0,0,0,0.0,45,False,2
140,Cameron Peupion,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,42,True,3
653,Felipe Rodrigues da Silva,DEF,5,1,45,18,0.0,0.0,0.07,0,0,0,1.1,42,False,3
50,Kosta Nedeljković,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,41,True,2
256,Jay Stansfield,FWD,5,0,50,0,0.0,0.0,0.0,0,0,0,0.0,44,True,3
573,Nikola Milenković,DEF,5,1,45,90,0.0,0.0,0.94,0,0,2,3.1,42,False,3
338,Sepp van den Berg,DEF,5,1,40,90,0.0,0.21,3.52,0,0,3,3.9,49,False,4
250,Kevin Mbabu,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,44,True,3
176,Malang Sarr,DEF,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,50,False,2
219,Jarrad Branthwaite,DEF,5,0,49,0,0.0,0.0,0.0,0,0,0,0.0,45,False,2
628,Ferdi Kadioglu,DEF,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,42,True,3
149,Mats Wieffer,MID,5,1,49,28,0.0,0.01,0.67,0,0,1,2.4,42,True,3
363,Kyle Walker,DEF,5,1,53,77,0.09,0.68,0.6,0,0,2,10.0,47,True,5
458,Shea Charles,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,48,True,2
459,Samuel Edozie,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0.0,48,True,2
185,Robert Sánchez,GK,5,10,46,90,0.0,0.0,0.85,0,0,0,5.2,50,False,2
496,Sergio Reguilón,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,49,True,2
624,Asmir Begovic,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,45,False,2
583,Conor Townsend,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,48,False,2
302,Ricardo Barbosa Pereira,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0.0,45,True,2
277,Massimo Luongo,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,48,False,2
319,Harvey Elliott,MID,5,0,52,0,0.0,0.0,0.0,0,0,0,0.0,46,True,2
406,Garang Kuol,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,44,False,3
361,Rúben Gato Alves Dias,DEF,5,0,55,90,0.21,0.34,0.65,0,0,2,7.1,47,True,5
175,Romelu Lukaku Bolingoli,FWD,5,0,63,0,0.0,0.0,0.0,0,0,0,0.0,50,False,2
160,Ben Chilwell,DEF,5,0,48,0,0.0,0.0,0.0,0,0,0,0.0,50,False,2
272,George Hirst,FWD,5,1,54,17,0.5,0.01,0.37,0,0,0,4.2,48,False,2
69,Daniel Jebbison,FWD,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,46,False,5
210,Tyrick Mitchell,DEF,5,6,49,90,0.0,0.08,1.7,0,0,0,4.6,43,True,3
103,Myles Peart-Harris,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,49,False,4
119,Mahmoud Dahoud,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0.0,42,True,3
441,Jonathan Panzo,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,42,False,3
607,Nico O'Reilly,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0.0,47,True,5
14,Aaron Ramsdale,GK,5,3,44,90,0.0,0.0,1.69,0,0,1,4.1,48,True,2
34,Moussa Diaby,MID,5,0,65,0,0.0,0.0,0.0,0,0,0,0.0,41,True,2
506,Micky van de Ven,DEF,5,1,45,90,0.0,0.01,0.8,0,0,1,1.5,49,True,2
107,Igor Thiago Nascimento Rodrigues,FWD,5,0,59,0,0.0,0.0,0.0,0,0,0,0.0,49,False,4
647,Kaden Rodney,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0.0,43,True,3
434,Callum Hudson-Odoi,MID,5,4,54,90,0.11,0.03,0.94,0,1,2,3.5,42,False,3
456,Armel Bella-Kotchap,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,48,True,2
563,Rodrigo Martins Gomes,MID,5,1,54,19,0.0,0.0,1.28,0,0,3,0.9,41,False,4
598,Lamare Bogarde,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0.0,41,True,2
594,Noussair Mazraoui,DEF,5,6,46,90,0.0,0.07,1.01,0,0,0,2.3,43,False,2
